date,route,fare_class,tickets_sold,price,revenue
2024-02-04,DEL-BLR,Business,183,13374,2447442
2024-02-04,BOM-BLR,Economy,50,3629,181450
2024-02-04,BOM-BLR,Premium,29,6861,198969
2024-02-04,BOM-BLR,Business,20,15895,317900
2024-02-04,DEL-HYD,Economy,190,5560,1056400
2024-02-04,DEL-HYD,Premium,137,7307,1001059
2024-02-04,DEL-HYD,Business,126,16116,2030616
2024-02-04,BLR-HYD,Economy,184,5352,984768
2024-02-04,BLR-HYD,Premium,63,8203,516789
2024-02-04,BLR-HYD,Business,153,10956,1676268
2024-02-05,DEL-BOM,Economy,167,5381,898627
2024-02-05,DEL-BOM,Premium,56,6281,351736
2024-02-05,DEL-BOM,Business,54,15178,819612
2024-02-05,DEL-BLR,Economy,88,4184,368192
2024-02-05,DEL-BLR,Premium,31,6275,194525
2024-02-05,DEL-BLR,Business,62,17473,1083326
2024-02-05,BOM-BLR,Economy,48,4208,201984
2024-02-05,BOM-BLR,Premium,190,9499,1804810
2024-02-05,BOM-BLR,Business,147,11969,1759443
2024-02-05,DEL-HYD,Economy,143,3374,482482
2024-02-05,DEL-HYD,Premium,148,7799,1154252
2024-02-05,DEL-HYD,Business,115,19710,2266650
2024-02-05,BLR-HYD,Economy,105,4198,440790
2024-02-05,BLR-HYD,Premium,190,9485,1802150
2024-02-05,BLR-HYD,Business,164,10986,1801704
2024-02-06,DEL-BOM,Economy,91,3344,304304
2024-02-06,DEL-BOM,Premium,166,7999,1327834
2024-02-06,DEL-BOM,Business,67,18125,1214375
2024-02-06,DEL-BLR,Economy,82,4608,377856
2024-02-06,DEL-BLR,Premium,108,8828,953424
2024-02-06,DEL-BLR,Business,96,19539,1875744
2024-02-06,BOM-BLR,Economy,117,3493,408681
2024-02-06,BOM-BLR,Premium,38,7000,266000
2024-02-06,BOM-BLR,Business,128,11367,1454976
2024-02-06,DEL-HYD,Economy,73,3454,252142
2024-02-06,DEL-HYD,Premium,162,8190,1326780
2024-02-06,DEL-HYD,Business,166,15592,2588272
2024-02-06,BLR-HYD,Economy,180,3304,594720
2024-02-06,BLR-HYD,Premium,121,9338,1129898
2024-02-06,BLR-HYD,Business,129,12989,1675581
2024-02-07,DEL-BOM,Economy,28,4026,112728
2024-02-07,DEL-BOM,Premium,67,8501,569567
2024-02-07,DEL-BOM,Business,172,14399,2476628
2024-02-07,DEL-BLR,Economy,56,4763,266728
2024-02-07,DEL-BLR,Premium,195,7349,1433055
2024-02-07,DEL-BLR,Business,40,19206,768240
2024-02-07,BOM-BLR,Economy,99,4838,478962
2024-02-07,BOM-BLR,Premium,162,7827,1267974
2024-02-07,BOM-BLR,Business,70,10140,709800
2024-02-07,DEL-HYD,Economy,38,4825,183350
2024-02-07,DEL-HYD,Premium,136,9610,1306960
2024-02-07,DEL-HYD,Business,175,17311,3029425
2024-02-07,BLR-HYD,Economy,125,4443,555375
2024-02-07,BLR-HYD,Premium,21,8691,182511
2024-02-07,BLR-HYD,Business,108,11286,1218888
2024-02-08,DEL-BOM,Economy,114,4062,463068
2024-02-08,DEL-BOM,Premium,75,8345,625875
2024-02-08,DEL-BOM,Business,55,11798,648890
2024-02-08,DEL-BLR,Economy,73,4408,321784
2024-02-08,DEL-BLR,Premium,192,8606,1652352
2024-02-08,DEL-BLR,Business,138,19435,2682030
2024-02-08,BOM-BLR,Economy,156,3520,549120
2024-02-08,BOM-BLR,Premium,141,7660,1080060
2024-02-08,BOM-BLR,Business,68,15699,1067532
2024-02-08,DEL-HYD,Economy,69,5711,394059
2024-02-08,DEL-HYD,Premium,79,6145,485455
2024-02-08,DEL-HYD,Business,183,19776,3619008
2024-02-08,BLR-HYD,Economy,127,4249,539623
2024-02-08,BLR-HYD,Premium,168,9503,1596504
2024-02-08,BLR-HYD,Business,162,17622,2854764
2024-02-09,DEL-BOM,Economy,179,4546,813734
2024-02-09,DEL-BOM,Premium,97,8556,829932
2024-02-09,DEL-BOM,Business,172,14358,2469576
2024-02-09,DEL-BLR,Economy,104,4577,476008
2024-02-09,DEL-BLR,Premium,186,6998,1301628
2024-02-09,DEL-BLR,Business,38,11125,422750
2024-02-09,BOM-BLR,Economy,61,5335,325435
2024-02-09,BOM-BLR,Premium,55,7764,427020
2024-02-09,BOM-BLR,Business,150,15472,2320800
2024-02-09,DEL-HYD,Economy,142,4093,581206
2024-02-09,DEL-HYD,Premium,32,8875,284000
2024-02-09,DEL-HYD,Business,24,14255,342120
2024-02-09,BLR-HYD,Economy,168,5823,978264
2024-02-09,BLR-HYD,Premium,69,9061,625209
2024-02-09,BLR-HYD,Business,144,18533,2668752
2024-02-10,DEL-BOM,Economy,89,4153,369617
2024-02-10,DEL-BOM,Premium,21,7232,151872
2024-02-10,DEL-BOM,Business,117,14211,1662687
2024-02-10,DEL-BLR,Economy,27,3661,98847
2024-02-10,DEL-BLR,Premium,74,8665,641210
2024-02-10,DEL-BLR,Business,177,13083,2315691
2024-02-10,BOM-BLR,Economy,164,4423,725372
2024-02-10,BOM-BLR,Premium,22,9613,211486
2024-02-10,BOM-BLR,Business,42,19732,828744
2024-02-10,DEL-HYD,Economy,123,4271,525333
2024-02-10,DEL-HYD,Premium,140,6148,860720
2024-02-10,DEL-HYD,Business,169,14895,2517255
2024-02-10,BLR-HYD,Economy,180,4012,722160
2024-02-10,BLR-HYD,Premium,161,7686,1237446
2024-02-10,BLR-HYD,Business,85,12817,1089445
2024-02-11,DEL-BOM,Economy,94,3834,360396
2024-02-11,DEL-BOM,Premium,170,9267,1575390
2024-02-11,DEL-BOM,Business,25,14437,360925
2024-02-11,DEL-BLR,Economy,79,3243,256197
2024-02-11,DEL-BLR,Premium,68,8725,593300
2024-02-11,DEL-BLR,Business,192,17629,3384768
2024-02-11,BOM-BLR,Economy,153,3947,603891
2024-02-11,BOM-BLR,Premium,162,9746,1578852
2024-02-11,BOM-BLR,Business,110,17373,1911030
2024-02-11,DEL-HYD,Economy,39,5001,195039
2024-02-11,DEL-HYD,Premium,44,8869,390236
2024-02-11,DEL-HYD,Business,114,19325,2203050
2024-02-11,BLR-HYD,Economy,99,3821,378279
2024-02-11,BLR-HYD,Premium,188,7048,1325024
2024-02-11,BLR-HYD,Business,136,12964,1763104
2024-02-12,DEL-BOM,Economy,44,4603,202532
2024-02-12,DEL-BOM,Premium,51,9679,493629
2024-02-12,DEL-BOM,Business,97,15947,1546859
2024-02-12,DEL-BLR,Economy,153,5719,875007
2024-02-12,DEL-BLR,Premium,149,8710,1297790
2024-02-12,DEL-BLR,Business,50,16488,824400
2024-02-12,BOM-BLR,Economy,149,5429,808921
2024-02-12,BOM-BLR,Premium,178,7486,1332508
2024-02-12,BOM-BLR,Business,102,15448,1575696
2024-02-12,DEL-HYD,Economy,175,3189,558075
2024-02-12,DEL-HYD,Premium,26,8811,229086
2024-02-12,DEL-HYD,Business,23,15671,360433
2024-02-12,BLR-HYD,Economy,36,5148,185328
2024-02-12,BLR-HYD,Premium,71,6419,455749
2024-02-12,BLR-HYD,Business,197,17870,3520390
2024-02-13,DEL-BOM,Economy,81,3767,305127
2024-02-13,DEL-BOM,Premium,105,7206,756630
2024-02-13,DEL-BOM,Business,81,14837,1201797
2024-02-13,DEL-BLR,Economy,98,5708,559384
2024-02-13,DEL-BLR,Premium,77,7446,573342
2024-02-13,DEL-BLR,Business,84,18433,1548372
2024-02-13,BOM-BLR,Economy,101,5020,507020
2024-02-13,BOM-BLR,Premium,183,9042,1654686
2024-02-13,BOM-BLR,Business,158,12355,1952090
2024-02-13,DEL-HYD,Economy,136,5557,755752
2024-02-13,DEL-HYD,Premium,71,9835,698285
2024-02-13,DEL-HYD,Business,199,16164,3216636
2024-02-13,BLR-HYD,Economy,61,5444,332084
2024-02-13,BLR-HYD,Premium,36,6424,231264
2024-02-13,BLR-HYD,Business,149,16172,2409628
2024-02-14,DEL-BOM,Economy,116,3241,375956
2024-02-14,DEL-BOM,Premium,40,6758,270320
2024-02-14,DEL-BOM,Business,196,17099,3351404
2024-02-14,DEL-BLR,Economy,106,3855,408630
2024-02-14,DEL-BLR,Premium,106,7031,745286
2024-02-14,DEL-BLR,Business,106,17788,1885528
2024-02-14,BOM-BLR,Economy,198,3407,674586
2024-02-14,BOM-BLR,Premium,36,6147,221292
2024-02-14,BOM-BLR,Business,77,19866,1529682
2024-02-14,DEL-HYD,Economy,199,3398,676202
2024-02-14,DEL-HYD,Premium,47,9562,449414
2024-02-14,DEL-HYD,Business,113,15439,1744607
2024-02-14,BLR-HYD,Economy,157,4573,717961
2024-02-14,BLR-HYD,Premium,100,9719,971900
2024-02-14,BLR-HYD,Business,123,13009,1600107
2024-02-15,DEL-BOM,Economy,197,3962,780514
2024-02-15,DEL-BOM,Premium,145,7613,1103885
2024-02-15,DEL-BOM,Business,188,14285,2685580
2024-02-15,DEL-BLR,Economy,133,4801,638533
2024-02-15,DEL-BLR,Premium,159,7511,1194249
2024-02-15,DEL-BLR,Business,137,16303,2233511
2024-02-15,BOM-BLR,Economy,114,4311,491454
2024-02-15,BOM-BLR,Premium,29,8320,241280
2024-02-15,BOM-BLR,Business,165,14583,2406195
2024-02-15,DEL-HYD,Economy,78,3845,299910
2024-02-15,DEL-HYD,Premium,133,8461,1125313
2024-02-15,DEL-HYD,Business,132,19759,2608188
2024-02-15,BLR-HYD,Economy,138,3038,419244
2024-02-15,BLR-HYD,Premium,194,9468,1836792
2024-02-15,BLR-HYD,Business,168,17527,2944536
2024-02-16,DEL-BOM,Economy,154,3662,563948
2024-02-16,DEL-BOM,Premium,105,6234,654570
2024-02-16,DEL-BOM,Business,41,13537,555017
2024-02-16,DEL-BLR,Economy,21,5588,117348
2024-02-16,DEL-BLR,Premium,199,9633,1916967
2024-02-16,DEL-BLR,Business,170,18652,3170840
2024-02-16,BOM-BLR,Economy,41,5468,224188
2024-02-16,BOM-BLR,Premium,22,7653,168366
2024-02-16,BOM-BLR,Business,42,15926,668892
2024-02-16,DEL-HYD,Economy,127,4304,546608
2024-02-16,DEL-HYD,Premium,130,6361,826930
2024-02-16,DEL-HYD,Business,163,19476,3174588
2024-02-16,BLR-HYD,Economy,22,3448,75856
2024-02-16,BLR-HYD,Premium,83,9937,824771
2024-02-16,BLR-HYD,Business,29,16445,476905
2024-02-17,DEL-BOM,Economy,174,5984,1041216
2024-02-17,DEL-BOM,Premium,156,8979,1400724
2024-02-17,DEL-BOM,Business,77,11037,849849
2024-02-17,DEL-BLR,Economy,140,5634,788760
2024-02-17,DEL-BLR,Premium,89,6697,596033
2024-02-17,DEL-BLR,Business,130,19235,2500550
2024-02-17,BOM-BLR,Economy,157,5583,876531
2024-02-17,BOM-BLR,Premium,173,9813,1697649
2024-02-17,BOM-BLR,Business,73,15891,1160043
2024-02-17,DEL-HYD,Economy,76,3940,299440
2024-02-17,DEL-HYD,Premium,33,8745,288585
2024-02-17,DEL-HYD,Business,151,10161,1534311
2024-02-17,BLR-HYD,Economy,177,3593,635961
2024-02-17,BLR-HYD,Premium,129,6405,826245
2024-02-17,BLR-HYD,Business,128,15433,1975424
2024-02-18,DEL-BOM,Economy,136,5974,812464
2024-02-18,DEL-BOM,Premium,192,7373,1415616
2024-02-18,DEL-BOM,Business,165,11136,1837440
2024-02-18,DEL-BLR,Economy,66,3970,262020
2024-02-18,DEL-BLR,Premium,137,6160,843920
2024-02-18,DEL-BLR,Business,167,12010,2005670
2024-02-18,BOM-BLR,Economy,162,4733,766746
2024-02-18,BOM-BLR,Premium,143,9942,1421706
2024-02-18,BOM-BLR,Business,88,18329,1612952
2024-02-18,DEL-HYD,Economy,69,4794,330786
2024-02-18,DEL-HYD,Premium,137,8757,1199709
2024-02-18,DEL-HYD,Business,128,11449,1465472
2024-02-18,BLR-HYD,Economy,54,3921,211734
2024-02-18,BLR-HYD,Premium,184,8096,1489664
2024-02-18,BLR-HYD,Business,24,19817,475608
2024-02-19,DEL-BOM,Economy,23,3637,83651
2024-02-19,DEL-BOM,Premium,182,8839,1608698
2024-02-19,DEL-BOM,Business,119,10685,1271515
2024-02-19,DEL-BLR,Economy,79,3187,251773
2024-02-19,DEL-BLR,Premium,103,6984,719352
2024-02-19,DEL-BLR,Business,177,14713,2604201
2024-02-19,BOM-BLR,Economy,177,4365,772605
2024-02-19,BOM-BLR,Premium,182,9291,1690962
2024-02-19,BOM-BLR,Business,139,12014,1669946
2024-02-19,DEL-HYD,Economy,125,3204,400500
2024-02-19,DEL-HYD,Premium,92,7251,667092
2024-02-19,DEL-HYD,Business,126,12297,1549422
2024-02-19,BLR-HYD,Economy,126,4464,562464
2024-02-19,BLR-HYD,Premium,180,9590,1726200
2024-02-19,BLR-HYD,Business,179,19135,3425165
2024-02-20,DEL-BOM,Economy,168,4449,747432
2024-02-20,DEL-BOM,Premium,139,8189,1138271
2024-02-20,DEL-BOM,Business,184,13670,2515280
2024-02-20,DEL-BLR,Economy,184,5352,984768
2024-02-20,DEL-BLR,Premium,108,6383,689364
2024-02-20,DEL-BLR,Business,188,17875,3360500
2024-02-20,BOM-BLR,Economy,146,5537,808402
2024-02-20,BOM-BLR,Premium,52,7687,399724
2024-02-20,BOM-BLR,Business,117,12090,1414530
2024-02-20,DEL-HYD,Economy,188,5470,1028360
2024-02-20,DEL-HYD,Premium,117,7517,879489
2024-02-20,DEL-HYD,Business,93,11537,1072941
2024-02-20,BLR-HYD,Economy,41,4080,167280
2024-02-20,BLR-HYD,Premium,117,6434,752778
2024-02-20,BLR-HYD,Business,105,18174,1908270
2024-02-21,DEL-BOM,Economy,187,4317,807279
2024-02-21,DEL-BOM,Premium,157,7727,1213139
2024-02-21,DEL-BOM,Business,68,12324,838032
2024-02-21,DEL-BLR,Economy,39,4177,162903
2024-02-21,DEL-BLR,Premium,129,8261,1065669
2024-02-21,DEL-BLR,Business,139,11749,1633111
2024-02-21,BOM-BLR,Economy,135,5651,762885
2024-02-21,BOM-BLR,Premium,187,9867,1845129
2024-02-21,BOM-BLR,Business,132,15879,2096028
2024-02-21,DEL-HYD,Economy,150,4991,748650
2024-02-21,DEL-HYD,Premium,61,8274,504714
2024-02-21,DEL-HYD,Business,186,12426,2311236
2024-02-21,BLR-HYD,Economy,197,4450,876650
2024-02-21,BLR-HYD,Premium,70,8551,598570
2024-02-21,BLR-HYD,Business,93,12555,1167615
2024-02-22,DEL-BOM,Economy,60,5211,312660
2024-02-22,DEL-BOM,Premium,74,6558,485292
2024-02-22,DEL-BOM,Business,195,16971,3309345
2024-02-22,DEL-BLR,Economy,31,5433,168423
2024-02-22,DEL-BLR,Premium,150,6258,938700
2024-02-22,DEL-BLR,Business,133,16629,2211657
2024-02-22,BOM-BLR,Economy,180,5267,948060
2024-02-22,BOM-BLR,Premium,27,8975,242325
2024-02-22,BOM-BLR,Business,126,17133,2158758
2024-02-22,DEL-HYD,Economy,129,4781,616749
2024-02-22,DEL-HYD,Premium,156,7930,1237080
2024-02-22,DEL-HYD,Business,148,15108,2235984
2024-02-22,BLR-HYD,Economy,40,3669,146760
2024-02-22,BLR-HYD,Premium,23,7125,163875
2024-02-22,BLR-HYD,Business,78,18004,1404312
2024-02-23,DEL-BOM,Economy,44,5178,227832
2024-02-23,DEL-BOM,Premium,167,9737,1626079
2024-02-23,DEL-BOM,Business,28,10645,298060
2024-02-23,DEL-BLR,Economy,79,4418,349022
2024-02-23,DEL-BLR,Premium,127,8504,1080008
2024-02-23,DEL-BLR,Business,95,19177,1821815
2024-02-23,BOM-BLR,Economy,40,5203,208120
2024-02-23,BOM-BLR,Premium,180,7698,1385640
2024-02-23,BOM-BLR,Business,53,15433,817949
2024-02-23,DEL-HYD,Economy,94,5326,500644
2024-02-23,DEL-HYD,Premium,169,8884,1501396
2024-02-23,DEL-HYD,Business,158,19122,3021276
2024-02-23,BLR-HYD,Economy,52,3723,193596
2024-02-23,BLR-HYD,Premium,85,6935,589475
2024-02-23,BLR-HYD,Business,66,16344,1078704
2024-02-24,DEL-BOM,Economy,167,3123,521541
2024-02-24,DEL-BOM,Premium,106,8238,873228
2024-02-24,DEL-BOM,Business,23,15925,366275
2024-02-24,DEL-BLR,Economy,162,3532,572184
2024-02-24,DEL-BLR,Premium,136,9373,1274728
2024-02-24,DEL-BLR,Business,161,17568,2828448
2024-02-24,BOM-BLR,Economy,58,3392,196736
2024-02-24,BOM-BLR,Premium,96,7138,685248
2024-02-24,BOM-BLR,Business,170,11377,1934090
2024-02-24,DEL-HYD,Economy,139,5605,779095
2024-02-24,DEL-HYD,Premium,119,6839,813841
2024-02-24,DEL-HYD,Business,97,18472,1791784
2024-02-24,BLR-HYD,Economy,187,5903,1103861
2024-02-24,BLR-HYD,Premium,121,6661,805981
2024-02-24,BLR-HYD,Business,102,19641,2003382
2024-02-25,DEL-BOM,Economy,38,5331,202578
2024-02-25,DEL-BOM,Premium,92,7659,704628
2024-02-25,DEL-BOM,Business,38,14493,550734
2024-02-25,DEL-BLR,Economy,139,3933,546687
2024-02-25,DEL-BLR,Premium,187,6285,1175295
2024-02-25,DEL-BLR,Business,83,11762,976246
2024-02-25,BOM-BLR,Economy,97,5269,511093
2024-02-25,BOM-BLR,Premium,87,7799,678513
2024-02-25,BOM-BLR,Business,129,13198,1702542
2024-02-25,DEL-HYD,Economy,35,5524,193340
2024-02-25,DEL-HYD,Premium,177,7058,1249266
2024-02-25,DEL-HYD,Business,83,11492,953836
2024-02-25,BLR-HYD,Economy,168,4348,730464
2024-02-25,BLR-HYD,Premium,120,9755,1170600
2024-02-25,BLR-HYD,Business,156,19168,2990208
2024-02-26,DEL-BOM,Economy,84,4031,338604
2024-02-26,DEL-BOM,Premium,194,8379,1625526
2024-02-26,DEL-BOM,Business,95,10526,999970
2024-02-26,DEL-BLR,Economy,124,3658,453592
2024-02-26,DEL-BLR,Premium,169,8580,1450020
2024-02-26,DEL-BLR,Business,57,13740,783180
2024-02-26,BOM-BLR,Economy,198,3131,619938
2024-02-26,BOM-BLR,Premium,111,6771,751581
2024-02-26,BOM-BLR,Business,95,10193,968335
2024-02-26,DEL-HYD,Economy,181,5394,976314
2024-02-26,DEL-HYD,Premium,91,9333,849303
2024-02-26,DEL-HYD,Business,172,14875,2558500
2024-02-26,BLR-HYD,Economy,25,3729,93225
2024-02-26,BLR-HYD,Premium,143,9520,1361360
2024-02-26,BLR-HYD,Business,118,15410,1818380
2024-02-27,DEL-BOM,Economy,195,5796,1130220
2024-02-27,DEL-BOM,Premium,160,6997,1119520
2024-02-27,DEL-BOM,Business,132,14650,1933800
2024-02-27,DEL-BLR,Economy,167,3891,649797
2024-02-27,DEL-BLR,Premium,58,9828,570024
2024-02-27,DEL-BLR,Business,81,16376,1326456
2024-02-27,BOM-BLR,Economy,28,4367,122276
2024-02-27,BOM-BLR,Premium,60,7812,468720
2024-02-27,BOM-BLR,Business,78,15670,1222260
2024-02-27,DEL-HYD,Economy,160,4727,756320
2024-02-27,DEL-HYD,Premium,166,7356,1221096
2024-02-27,DEL-HYD,Business,64,18210,1165440
2024-02-27,BLR-HYD,Economy,95,3583,340385
2024-02-27,BLR-HYD,Premium,128,9311,1191808
2024-02-27,BLR-HYD,Business,64,10987,703168
2024-02-28,DEL-BOM,Economy,27,3858,104166
2024-02-28,DEL-BOM,Premium,194,9760,1893440
2024-02-28,DEL-BOM,Business,103,14033,1445399
2024-02-28,DEL-BLR,Economy,87,3989,347043
2024-02-28,DEL-BLR,Premium,101,9730,982730
2024-02-28,DEL-BLR,Business,175,13808,2416400
2024-02-28,BOM-BLR,Economy,95,5702,541690
2024-02-28,BOM-BLR,Premium,48,6201,297648
2024-02-28,BOM-BLR,Business,70,19101,1337070
2024-02-28,DEL-HYD,Economy,70,5760,403200
2024-02-28,DEL-HYD,Premium,47,9155,430285
2024-02-28,DEL-HYD,Business,185,16439,3041215
2024-02-28,BLR-HYD,Economy,21,4104,86184
2024-02-28,BLR-HYD,Premium,84,9033,758772
2024-02-28,BLR-HYD,Business,81,14318,1159758
2024-02-29,DEL-BOM,Economy,172,4431,762132
2024-02-29,DEL-BOM,Premium,47,7461,350667
2024-02-29,DEL-BOM,Business,165,13500,2227500
2024-02-29,DEL-BLR,Economy,138,5120,706560
2024-02-29,DEL-BLR,Premium,127,7823,993521
2024-02-29,DEL-BLR,Business,175,13134,2298450
2024-02-29,BOM-BLR,Economy,42,3359,141078
2024-02-29,BOM-BLR,Premium,119,7943,945217
2024-02-29,BOM-BLR,Business,175,13267,2321725
2024-02-29,DEL-HYD,Economy,184,4591,844744
2024-02-29,DEL-HYD,Premium,167,9740,1626580
2024-02-29,DEL-HYD,Business,165,15546,2565090
2024-02-29,BLR-HYD,Economy,145,5442,789090
2024-02-29,BLR-HYD,Premium,83,7415,615445
2024-02-29,BLR-HYD,Business,195,11054,2155530
2024-03-01,DEL-BOM,Economy,151,4648,701848
2024-03-01,DEL-BOM,Premium,88,7399,651112
2024-03-01,DEL-BOM,Business,86,17939,1542754
2024-03-01,DEL-BLR,Economy,173,4178,722794
2024-03-01,DEL-BLR,Premium,70,8309,581630
2024-03-01,DEL-BLR,Business,162,14009,2269458
2024-03-01,BOM-BLR,Economy,141,5172,729252
2024-03-01,BOM-BLR,Premium,143,7731,1105533
2024-03-01,BOM-BLR,Business,132,14154,1868328
2024-03-01,DEL-HYD,Economy,194,5685,1102890
2024-03-01,DEL-HYD,Premium,128,6067,776576
2024-03-01,DEL-HYD,Business,68,18556,1261808
2024-03-01,BLR-HYD,Economy,105,3820,401100
2024-03-01,BLR-HYD,Premium,150,7377,1106550
2024-03-01,BLR-HYD,Business,128,10340,1323520
2024-03-02,DEL-BOM,Economy,193,3382,652726
2024-03-02,DEL-BOM,Premium,63,6358,400554
2024-03-02,DEL-BOM,Business,148,19495,2885260
2024-03-02,DEL-BLR,Economy,144,5530,796320
2024-03-02,DEL-BLR,Premium,117,6995,818415
2024-03-02,DEL-BLR,Business,36,16905,608580
2024-03-02,BOM-BLR,Economy,38,3164,120232
2024-03-02,BOM-BLR,Premium,47,6656,312832
2024-03-02,BOM-BLR,Business,183,16207,2965881
2024-03-02,DEL-HYD,Economy,110,4140,455400
2024-03-02,DEL-HYD,Premium,73,9630,702990
2024-03-02,DEL-HYD,Business,168,10475,1759800
2024-03-02,BLR-HYD,Economy,24,3976,95424
2024-03-02,BLR-HYD,Premium,65,9595,623675
2024-03-02,BLR-HYD,Business,166,15867,2633922
2024-03-03,DEL-BOM,Economy,71,3863,274273
2024-03-03,DEL-BOM,Premium,121,9488,1148048
2024-03-03,DEL-BOM,Business,170,12808,2177360
2024-03-03,DEL-BLR,Economy,198,4972,984456
2024-03-03,DEL-BLR,Premium,101,7970,804970
2024-03-03,DEL-BLR,Business,23,14258,327934
2024-03-03,BOM-BLR,Economy,67,5558,372386
2024-03-03,BOM-BLR,Premium,135,9920,1339200
2024-03-03,BOM-BLR,Business,132,17742,2341944
2024-03-03,DEL-HYD,Economy,57,4346,247722
2024-03-03,DEL-HYD,Premium,32,9565,306080
2024-03-03,DEL-HYD,Business,50,14117,705850
2024-03-03,BLR-HYD,Economy,112,4749,531888
2024-03-03,BLR-HYD,Premium,73,7833,571809
2024-03-03,BLR-HYD,Business,188,14152,2660576
2024-03-04,DEL-BOM,Economy,66,3018,199188
2024-03-04,DEL-BOM,Premium,132,8694,1147608
2024-03-04,DEL-BOM,Business,55,16144,887920
2024-03-04,DEL-BLR,Economy,162,4572,740664
2024-03-04,DEL-BLR,Premium,155,9199,1425845
2024-03-04,DEL-BLR,Business,146,13175,1923550
2024-03-04,BOM-BLR,Economy,42,3801,159642
2024-03-04,BOM-BLR,Premium,177,7381,1306437
2024-03-04,BOM-BLR,Business,118,15409,1818262
2024-03-04,DEL-HYD,Economy,64,5130,328320
2024-03-04,DEL-HYD,Premium,35,8983,314405
2024-03-04,DEL-HYD,Business,138,17547,2421486
2024-03-04,BLR-HYD,Economy,163,5369,875147
2024-03-04,BLR-HYD,Premium,32,8158,261056
2024-03-04,BLR-HYD,Business,53,12951,686403
2024-03-05,DEL-BOM,Economy,139,4590,638010
2024-03-05,DEL-BOM,Premium,72,8960,645120
2024-03-05,DEL-BOM,Business,32,17480,559360
2024-03-05,DEL-BLR,Economy,44,5773,254012
2024-03-05,DEL-BLR,Premium,42,7469,313698
2024-03-05,DEL-BLR,Business,29,19779,573591
2024-03-05,BOM-BLR,Economy,167,3159,527553
2024-03-05,BOM-BLR,Premium,129,6052,780708
2024-03-05,BOM-BLR,Business,23,15590,358570
2024-03-05,DEL-HYD,Economy,27,4489,121203
2024-03-05,DEL-HYD,Premium,53,9831,521043
2024-03-05,DEL-HYD,Business,68,19456,1323008
2024-03-05,BLR-HYD,Economy,112,4809,538608
2024-03-05,BLR-HYD,Premium,106,6817,722602
2024-03-05,BLR-HYD,Business,153,19080,2919240
2024-03-06,DEL-BOM,Economy,83,4180,346940
2024-03-06,DEL-BOM,Premium,140,7642,1069880
2024-03-06,DEL-BOM,Business,174,15571,2709354
2024-03-06,DEL-BLR,Economy,119,5958,709002
2024-03-06,DEL-BLR,Premium,196,8671,1699516
2024-03-06,DEL-BLR,Business,198,18662,3695076
2024-03-06,BOM-BLR,Economy,176,3928,691328
2024-03-06,BOM-BLR,Premium,157,6022,945454
2024-03-06,BOM-BLR,Business,168,19120,3212160
2024-03-06,DEL-HYD,Economy,43,3522,151446
2024-03-06,DEL-HYD,Premium,113,6532,738116
2024-03-06,DEL-HYD,Business,159,11124,1768716
2024-03-06,BLR-HYD,Economy,67,5918,396506
2024-03-06,BLR-HYD,Premium,60,9374,562440
2024-03-06,BLR-HYD,Business,165,15355,2533575
2024-03-07,DEL-BOM,Economy,124,3891,482484
2024-03-07,DEL-BOM,Premium,32,8788,281216
2024-03-07,DEL-BOM,Business,119,14424,1716456
2024-03-07,DEL-BLR,Economy,185,4482,829170
2024-03-07,DEL-BLR,Premium,119,7878,937482
2024-03-07,DEL-BLR,Business,181,17430,3154830
2024-03-07,BOM-BLR,Economy,55,5321,292655
2024-03-07,BOM-BLR,Premium,191,8535,1630185
2024-03-07,BOM-BLR,Business,84,10234,859656
2024-03-07,DEL-HYD,Economy,32,5096,163072
2024-03-07,DEL-HYD,Premium,72,9886,711792
2024-03-07,DEL-HYD,Business,93,13748,1278564
2024-03-07,BLR-HYD,Economy,121,4815,582615
2024-03-07,BLR-HYD,Premium,119,9209,1095871
2024-03-07,BLR-HYD,Business,172,12661,2177692
2024-03-08,DEL-BOM,Economy,36,3883,139788
2024-03-08,DEL-BOM,Premium,141,8277,1167057
2024-03-08,DEL-BOM,Business,138,12745,1758810
2024-03-08,DEL-BLR,Economy,46,4705,216430
2024-03-08,DEL-BLR,Premium,181,9205,1666105
2024-03-08,DEL-BLR,Business,172,14025,2412300
2024-03-08,BOM-BLR,Economy,26,5803,150878
2024-03-08,BOM-BLR,Premium,31,6719,208289
2024-03-08,BOM-BLR,Business,154,14552,2241008
2024-03-08,DEL-HYD,Economy,179,3330,596070
2024-03-08,DEL-HYD,Premium,123,9996,1229508
2024-03-08,DEL-HYD,Business,176,13276,2336576
2024-03-08,BLR-HYD,Economy,98,4147,406406
2024-03-08,BLR-HYD,Premium,23,7127,163921
2024-03-08,BLR-HYD,Business,138,19171,2645598
2024-03-09,DEL-BOM,Economy,197,5587,1100639
2024-03-09,DEL-BOM,Premium,36,7113,256068
2024-03-09,DEL-BOM,Business,125,17468,2183500
2024-03-09,DEL-BLR,Economy,102,5314,542028
2024-03-09,DEL-BLR,Premium,123,7006,861738
2024-03-09,DEL-BLR,Business,175,11072,1937600
2024-03-09,BOM-BLR,Economy,194,5611,1088534
2024-03-09,BOM-BLR,Premium,76,6158,468008
2024-03-09,BOM-BLR,Business,45,17763,799335
2024-03-09,DEL-HYD,Economy,71,5408,383968
2024-03-09,DEL-HYD,Premium,73,8993,656489
